category,national_position,position_evolution,company_name,billing,company_link,Denominación,Objeto Social,Domicilio Social,Localidad,Teléfono,Otros Teléfonos,Fax,Forma Jurídica,Página Web,Otras Webs,Marcas,Actividad
5610,204.221,21.207,BAR RESTAURANTE LOS GUARANIS SA,mediana,https://ranking-empresas.eleconomista.es/BAR-RESTAURANTE-GUARANIS.html,Bar Restaurante Los Guaranis Sa,Explotación y gestión de restaurante de comida mediterránea y cocina española en general.,"CALLE PORTAL DE CASTILLA , 42 - B",VITORIA-GASTEIZ,94513...,,,Sociedad anónima,,,,Restaurantes y puestos de comidas
5610,207.535,25.895,PAJONCE SL.,mediana,https://ranking-empresas.eleconomista.es/PAJONCE.html,Pajonce Sl.,"El arrendamiento y subarrendamiento total o parcial de bienes inmuebles, la gestión y explotación de locales y oficinas, y el arrendamiento de negocios o industrias","CALLE BARRATXI , 20 - PABELLON 4",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,210.892,(ND),BIDEA JANBIDE SL,mediana,https://ranking-empresas.eleconomista.es/BIDEA-JANBIDE.html,Bidea Janbide Sl,"RAMO DEL HOSTELERIA Y RESTAURACION, COMO SON ADQUISICION, CONSTRUCCION, E INSTALACION DE HOTELES, RESTAURANTES, BARES Y LA EXPLOTACION DE DICHOS ESTABLECIMIENTOS, SIN LIMITACION ALGUNA DENTRO DEL AMBITO DICHO.","CALLE FUEROS , 23",VITORIA-GASTEIZ,94520...,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,212.813,13.278,RESTAURANTE IZKI JATETXEA SL,pequeña,https://ranking-empresas.eleconomista.es/RESTAURANTE-IZKI-JATETXEA.html,Restaurante Izki Jatetxea Sl,"EXPLOTACION DE ACTIVIDADES DE BAR, CAFETERIA, RESTAURANTE, PENSIONES, PARKINGS, HOTELES, FONDAS.","CARRETERA VITORIA-ESTELLA (MAEZTU) , 26",ARRAIA-MAEZTU,94541...,,94541...,Sociedad limitada unipersonal,,,,Restaurantes y puestos de comidas
5610,213.379,17.94,DOLOMITI GALDOS SL,pequeña,https://ranking-empresas.eleconomista.es/DOLOMITI-GALDOS.html,Dolomiti Galdos Sl,ACTIVIDAD DE BAR RESTAURANTE Y LA ELABORACION Y VENTA DE PRODUCTOS ALIMENTICIOS.,"CALLE PORTAL DE CASTILLA , 5 - 4º C",VITORIA-GASTEIZ,657.....,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,216.622,61.171,RESTAURACION Y SERVICIOS ARCOS DE QUEJANA SL.,pequeña,https://ranking-empresas.eleconomista.es/RESTAURACION-SERVICIOS-ARCOS-QUEJANA.html,Restauracion Y Servicios Arcos De Quejana Sl.,"la explotación de locales destinados a hostelería y en concreto la explotación de alojamientos turísticos, restaurantes y cafeterías",CARRETERA A-4620 (QUEJANA),AYALA/AIARA,94539...,,,Sociedad limitada,www.arcosdequejana.com,,,Restaurantes y puestos de comidas
5610,221.727,23.302,"PORTUGAL DEGARDEN, S.L.",pequeña,https://ranking-empresas.eleconomista.es/PORTUGAL-DEGARDEN.html,"Portugal Degarden, S.l.","La explotación de todo tipo de negocios dedicados a la hostelería y a la restauración, tales como bares, restaurantes, cafeterías","CALLE ALIBARRA , 30 - PABELLON 4",VITORIA-GASTEIZ,606.....,,,Sociedad limitada unipersonal,,,,Restaurantes y puestos de comidas
5610,224.391,56.882,"BIZKAIA NORTE RESTAURACION, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/BIZKAIA-NORTE-RESTAURACION.html,"Bizkaia Norte Restauracion, Sociedad Limitada.","- Explotación de negocios de hostelería y la cesión y explotación mediante el régimen de franquicia, cesión de negocio, cesión de dirección de establecimientos de hosteleria y restauración. CNAE - 5610. - La prestación de servicios de gestión y administración de las empresas participadas, y en espec","CALLE BARRATXI , 20 - PABELLON 4",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,224.597,1.137,EGUNSENTI SOLUCIONES SL,pequeña,https://ranking-empresas.eleconomista.es/EGUNSENTI-SOLUCIONES.html,Egunsenti Soluciones Sl,"A. LA COMERCIALIZACION, DISTRIBUCION Y VENTA DE PRODUCTOS DE HOSTELERIA. B. LA EXPLOTACION DE BARES, RESTAURANTES, CAFETERIAS, HOTELES PUBS, DISCOTECAS Y TODO TIPO DE NEGOCIOS DE HOSTELERIA.","CALLE ARKATXA , 1 - B",VITORIA-GASTEIZ,646.....,,,Sociedad limitada unipersonal,,,,Restaurantes y puestos de comidas
5610,230.935,45.731,"LEZA 2011, S.L.",pequeña,https://ranking-empresas.eleconomista.es/LEZA-2011.html,"Leza 2011, S.l.",EXPLOTACION DEL NEGOCIO DE HOSTELERIA Y RESTAURACION.,"AVENIDA ZABALGANA , 1 - B",VITORIA-GASTEIZ,,,,Sociedad limitada,www.donproductoytu.es,,DON PRODUCTO Y TU,Restaurantes y puestos de comidas
5610,231.044,24.504,RESTAURANTE VIRGALA SL,pequeña,https://ranking-empresas.eleconomista.es/RESTAURANTE-VIRGALA.html,Restaurante Virgala Sl,"EXPLOTACION DE NEGOCIOS DE BAR, RESTAURANTE, CAFETERIA, HOSPEDAJE Y TODO LO RELACIONADO CON EL GREMIO DE HOSTELERIA.","CARRETERA VITORIA-ESTELLA (VIRGALA MAYOR) (VIRGALA MAYOR) , 23",ARRAIA-MAEZTU,94541...,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,231.354,35.16,ALAILABASTIDA SL,pequeña,https://ranking-empresas.eleconomista.es/ALAILABASTIDA.html,Alailabastida Sl,Explotacion de un restaurante,"AVENIDA DIPUTACION , 9 - BJ",LABASTIDA/BASTIDA,,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,232.921,105.369,"TABERNA SLOW TIKI-TAKA, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/TABERNA-SLOW-TIKI-TAKA.html,"Taberna Slow Tiki-taka, Sociedad Limitada.",La explotación de negocios de hostelería y restauración,"CALLE FUEROS , 29 - BJ",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,233.214,1.072,JAE HOSTELERIA 2010 SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/JAE-HOSTELERIA-2010.html,Jae Hosteleria 2010 Sociedad Limitada.,"Explotacion de cualquier tipo de actividad, relacionada con el mundo de lahosteleria y la alimentacion.","PLAZA EUSKALTZAINDIA , S/N",VITORIA-GASTEIZ,94533...,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,233.938,50.502,RESTAURANTE ANDERE SL,pequeña,https://ranking-empresas.eleconomista.es/RESTAURANTE-ANDERE.html,Restaurante Andere Sl,Servicios en restaurantes de comida tradicional y moderna,"CALLE GORBEA , 8 - BJ",VITORIA-GASTEIZ,94521...,,94521...,Sociedad limitada,www.restauranteandere.com,,,Restaurantes y puestos de comidas
5610,236.854,20.839,CAFETERIAS ALAVESAS S.L.,pequeña,https://ranking-empresas.eleconomista.es/CAFETERIAS-ALAVESAS.html,Cafeterias Alavesas S.l.,Servicio de restaurante de comida tradicional y comida rápida.,CALLE URARTEA (POL IND DE ALI -GOBEO),VITORIA-GASTEIZ,94522...,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,240.16,122.658,"EGUZKI RESTAURACION, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/EGUZKI-RESTAURACION.html,"Eguzki Restauracion, Sociedad Limitada.","Explotación de servicios de hostelería, bar, restaurante y cafetería","CALLE SAN PRUDENCIO , 21 - BJ",VITORIA-GASTEIZ,94521...,,,Sociedad limitada unipersonal,www.keabasque.com,,,Restaurantes y puestos de comidas
5610,241.838,32.319,BORDA BERRI HOSTELERIA S.L.,pequeña,https://ranking-empresas.eleconomista.es/BORDA-BERRI-HOSTELERIA.html,Borda Berri Hosteleria S.l.,"EXPLOTACION DE RESTAURANTES, HOTELES, BARES, CAFETERIAS, PUBS.","BARRIO OTOGOIEN-HUETO ARRIBA , 5 - B",VITORIA-GASTEIZ,94522...,,,Sociedad limitada,www.bordaberri.com,,,Restaurantes y puestos de comidas
5610,246.213,(ND),NANDIA EMPRESARIAL SL.,pequeña,https://ranking-empresas.eleconomista.es/NANDIA-EMPRESARIAL.html,Nandia Empresarial Sl.,"a. Compraventa y explotación de toda clase de fincas rústicas y urbanas. b. La urbanización, parcelación, construcción, promoción y rehabilitaciónpor cuenta propia o ajena de todo tipo de inmuebles","CALLE RICARDO BUESA , 4 - B",VITORIA-GASTEIZ,94506...,,,Sociedad limitada,,,AUPA FOOD & LIFE,Restaurantes y puestos de comidas
5610,249.037,17.588,"BIZKAIA SUR RESTAURACION, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/BIZKAIA-SUR-RESTAURACION.html,"Bizkaia Sur Restauracion, Sociedad Limitada.","Explotación en todas sus formas y modalidades de los negocios de hostelería. Actividad principal será Explotación en todas sus formas y modalidades de los negocios de hostelería, hostales, hoteles, restaurantes, bares y cafeterías, discotecas, pubs, disco-bares, cafes-teatro, espectáculos y activid","CALLE BARRATXI , 20 - PABELLON 4",VITORIA-GASTEIZ,620.....,,,Sociedad limitada unipersonal,,,,Restaurantes y puestos de comidas
5610,249.442,34.344,GREEN POSTAS SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/GREEN-POSTAS.html,Green Postas Sociedad Limitada.,Hostelería y restauración,"CALLE URARTEA , 16 - BJ",VITORIA-GASTEIZ,94514...,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,253.289,(ND),"KROMATIKO RESTAURANTE, S.L.",pequeña,https://ranking-empresas.eleconomista.es/KROMATIKO-RESTAURANTE.html,"Kromatiko Restaurante, S.l.","1. EXPLOTACION DE TODO TIPO DE ESTABLECIMIENTOS DE HOSTELERIA, INCLUIDA LA ACTIVIDAD DE CATERING. 2. GESTION DE LA DISTRIBUCION DE PRODUCTOS ALIMENTICIOS PARA EMPRESAS Y PARTICULARES. 3. ELABORACION Y VENTA DE PAN, BOLLERIA Y OTROS ARTICULOS ELABORADOS CON HARINA. 4. COMERCIO DE PRODUCTOS DE ALIMENT","CALLE BEATO TOMAS DE ZUMARRAGA , 2 - B",VITORIA-GASTEIZ,637.....,,,Sociedad limitada,,,"KROMATICO, KROMATIKO",Restaurantes y puestos de comidas
5610,253.818,41.962,MR CHEN PAN SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/MR-CHEN-PAN.html,Mr Chen Pan Sociedad Limitada.,"La explotacion, arrrendamiento y compraventa de negocios de hosteleria, incluidos los servicios de hospedaje en su mas amplio concepto; y el arrendamiento y compraventa de bienes inmuebles.",CARRETERA DE MENDIGUR (C.C. GORBEIA),ZIGOITIA,605.....,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,254.687,(ND),"ARTZEGI BERRIA, S.L.",pequeña,https://ranking-empresas.eleconomista.es/ARTZEGI-BERRIA.html,"Artzegi Berria, S.l.","1. Explotación de todo tipo de establecimientos de hostelería, incluida la activad de Catering. 2. Gestión de la distribución de productos alimenticios para empresas y particulares. 3. Elaboración y Venta de pan, bollería y otros artículos elaborados con harina. 4. Comercio de productos de alime","CALLE AMAIUR , 1",ZIGOITIA,94546...,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,258.09,732,ARREA KANPEZU SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/ARREA-KANPEZU.html,Arrea Kanpezu Sociedad Limitada.,La sociedad tiene por objeto el desarrollo de las actividades correspondientes a los siguientes códigos y descripciones de la Clasificación Nacional de Actividades Económicas: Actividad principal: 5610 Restaurantes y puestos de comida. Otras actividades: 8559 Otra educación n. c. o. p. 4729 Otro comerc,"CALLE SUBIDA DEL FRONTON (SANTA CRUZ DE CAM) , 46",CAMPEZO/KANPEZU,689.....,,,Sociedad limitada unipersonal,www.arrea.eus,,,Restaurantes y puestos de comidas
5610,262.684,14.892,VIT. UJAVE SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/VIT-UJAVE.html,Vit. Ujave Sociedad Limitada.,La explotación de negocios de hostelería,"CALLE CORRERIA , 131 - BJ",VITORIA-GASTEIZ,94513...,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,267.272,37.479,HOT POT SL,pequeña,https://ranking-empresas.eleconomista.es/HOT-POT.html,Hot Pot Sl,"Elaboración, envasado, almacenamiento, transporte, distribución, manipulación, venta, suministro y servicios de productos de alimentación propia y ajena ytodos los trabajos relacionados con restauración así como el asesoramiento y la formación en el ámbito de la restauración","CALLE ECUADOR , 1 - PISO 6 IZ",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,269.103,21.105,"REST-ON SAN PRUDENCIO, S.L.",pequeña,https://ranking-empresas.eleconomista.es/REST-ON-SAN-PRUDENCIO.html,"Rest-on San Prudencio, S.l.",La actividad de la hostelería en general y la cesión y explotación mediante el régimen de franquicia de negocios de hostelería y restauración,"CALLE BARRATXI , 20 - PAB 4",VITORIA-GASTEIZ,94514...,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,279.126,300,BURSADI DATO 32 SL,pequeña,https://ranking-empresas.eleconomista.es/BURSADI-DATO-32.html,Bursadi Dato 32 Sl,EXPLOTACION DE LA INDUSTRIA DE HOSTELERIA. CONSTRUCCION EN GENERAL.,"CALLE MANUEL IRADIER , 25 - PLT 5 DR",VITORIA-GASTEIZ,94514...,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,283.22,10.457,TABERNA SALBURUA SL,pequeña,https://ranking-empresas.eleconomista.es/TABERNA-SALBURUA.html,Taberna Salburua Sl,"LA REALIZACION DE CUALQUIER TIPO DE LABORES RELACIONADAS CON LA HOSTELERIA, EN ESPECIAL LAS DE CAFETERIA, BAR Y RESTAURANTE; LA ADQUISICION, URBANIZACION, PARCELACION, PROMOCION, CONSTRUCCION, CONSTITUCION EN PROPIEDAD H","AVENIDA PARIS , S/N",VITORIA-GASTEIZ,94533...,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,284.33,1.566,KARRIKA BARRIA S.L.,pequeña,https://ranking-empresas.eleconomista.es/KARRIKA-BARRIA.html,Karrika Barria S.l.,"La gestión, explotación y desarrollo de los negocios de Bar-Tienda, Cafeteria y Restaurante, así como el desarrollo de todas las actividades características del negocio de la hostelería y todas aquellas actividades complementarias y directamente relacionadas con las descritas, incluida la organizaci","POLIGONO INDUSTRIALDEA , 4 - PABELLON 4",LAUDIO/LLODIO,,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,287.385,25.803,GESTION HOSTELERA DON GAMARRA SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/GESTION-HOSTELERA-DON-GAMARRA.html,Gestion Hostelera Don Gamarra Sociedad Limitada.,"EXPLOTACION DE NEGOCIOS DE HOSTELERIA Y LA CESION Y EXPLOTACION MEDIANTE EL REGIMEN DE FRANQUICIA, CESION DE NEGOCIO, CESION DE DIRECCION DE ESTABLECIMIENTOS DE HOSTELERIA Y RESTAURACION. CNAE-5610","AVENIDA DE LOS OLMOS (PQ. EMPRESARIAL INB) , 1 - E",VITORIA-GASTEIZ,94525...,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,288.806,110.298,ARTEA SUKALDEAN BRIONES SL,pequeña,https://ranking-empresas.eleconomista.es/ARTEA-SUKALDEAN-BRIONES.html,Artea Sukaldean Briones Sl,"La explotación de la industria de hostelería, en la que se comprende asimismo la realización de los negocios propios de bar, cafetería, restaurante, incluyendo la construcción de nuevas edificaciones con el mismo fin y toda la actividad turística y hotelera. La adquisición, urbanización, parcelación","CALLE MANUEL IRADIER , 25 - PISO 5 DR",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,291.228,20.586,"KARTXU JATETXEA, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/KARTXU-JATETXEA.html,"Kartxu Jatetxea, Sociedad Limitada.","La explotación o arrendamiento de hoteles, restaurantes, bares, cafeterís, discotecas y establecimientos semejantes. Además, la sociedad tendrá por objeto la adquisición, por cualquier título, de fincas rústicas o urbanas, la administración, explotación y arrendamiento de tañes bienes, su venta, to","CALLE PORTAL DE LEGUTIANO , 8 - BJ",VITORIA-GASTEIZ,94525...,,,Sociedad limitada unipersonal,,,,Restaurantes y puestos de comidas
5610,291.977,12.749,LONDONVITOR S.L.,pequeña,https://ranking-empresas.eleconomista.es/LONDONVITOR.html,Londonvitor S.l.,"Actividad de hostelería, restaurante y bar","CALLE JUAN II , 6 - BJ",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,298.101,19.26,OLARIZU EL NUEVO SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/OLARIZU-NUEVO.html,Olarizu El Nuevo Sociedad Limitada.,Explotación de un restaurante,"CALLE BEATO TOMAS DE ZUMARRAGA , 54 - BJ",VITORIA-GASTEIZ,94521...,,,Sociedad limitada unipersonal,www.olarizu.com,,OLARIZU,Restaurantes y puestos de comidas
5610,299.002,14.208,LAUA 2005 SL,pequeña,https://ranking-empresas.eleconomista.es/LAUA-2005.html,Laua 2005 Sl,LA COMERCIALIZACION DE PRODUCTOS RELACIONADOS CON LA COMUNICACION,"CALLE UNICA (ACILU) , 4",IRURAIZ-GAUNA,94530...,,,Sociedad limitada,www.lauajantokia.com,,,Restaurantes y puestos de comidas
5610,300.505,13.855,BLANPE SERVICIOS SL,pequeña,https://ranking-empresas.eleconomista.es/BLANPE-SERVICIOS.html,Blanpe Servicios Sl,"Restaurante, Cafetería. Promoción, construcción y explotación de negocios relacionados con la hostelería. Compra, venta, comercialización, fabricación y transporte de todo tipo de productos de alimentación y bebidas en general. Intermediación en toda clase de operaciones de compra y venta de todo ti","CALLE ZORROSTEA , 10",VITORIA-GASTEIZ,94524...,,,Sociedad limitada unipersonal,,,EL CHISPIAL RESTAURANTE,Restaurantes y puestos de comidas
5610,301.08,27.822,PRECOCINADOS TERE SA,pequeña,https://ranking-empresas.eleconomista.es/PRECOCINADOS-TERE.html,Precocinados Tere Sa,FABRICACION ELABORACION Y DISTRIBUCION DE PRODUCTOS PRECOCINADOS,"CALLE GORBEA , 50 - BJ",VITORIA-GASTEIZ,94522...,,94524...,Sociedad anónima,www.precocinadostere.com,,"ZERE BINLONE, PRECOCINADOS TERE, S. A.",Restaurantes y puestos de comidas
5610,302.11,9.214,MESIR SL,pequeña,https://ranking-empresas.eleconomista.es/MESIR.html,Mesir Sl,Gestión y explotación de bar-restaurante.,"CALLE RAMON ORTIZ DE ZARATE , 5 - B",VITORIA-GASTEIZ,94514...,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,305.523,15.567,KEBRATXO SL,pequeña,https://ranking-empresas.eleconomista.es/KEBRATXO.html,Kebratxo Sl,EXPLOTACION DE SERVICIOS DE HOSTELERIA,"CALLE CERCAS BAJAS , 18 - B",VITORIA-GASTEIZ,94528...,,,Sociedad limitada,,,RESTAURANTE EL CLARETE,Restaurantes y puestos de comidas
5610,307.299,34.298,RESTAURANTE LA SIDRE ARMENTIA SL.,pequeña,https://ranking-empresas.eleconomista.es/RESTAURANTE-SIDRE-ARMENTIA.html,Restaurante La Sidre Armentia Sl.,"Explotación de negocios de hosteleria y la cesión y explotación mediante el régimen de franquicia, cesión de negocio, cesión de dirección de establecimientos de hosteleria y restauración","CALLE LARRINTZAR , 3 - B",VITORIA-GASTEIZ,,,,Sociedad limitada unipersonal,,,,Restaurantes y puestos de comidas
5610,309.533,74.892,OMOSQUEIRO SL,pequeña,https://ranking-empresas.eleconomista.es/OMOSQUEIRO.html,Omosqueiro Sl,"PROMOCION, REALIZACION, EXPLOTACION ADMINISTRACION Y GESTION DE TODA CLASE DE NEGOCIOS, ACTIVIDADES Y SERVICIOS, INCLUSO AGRICULTURA Y GANADERIA, RELACIONADOS CON LA CIRCULACION Y EL TRANSPORTE.","CALLE PEDRO DE ASUA , 59 - BAJO",VITORIA-GASTEIZ,94546...,,,Sociedad limitada,,,GOJAIN,Restaurantes y puestos de comidas
5610,311.673,18.889,"KELLNERIN, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/KELLNERIN.html,"Kellnerin, Sociedad Limitada.","1. Explotación de todo tipo de establecimientos de hostelería, incluida la actividad de Catering. 2. Gestión de la distribución de productos alimenticios para empresas y particulares. 3. Elaboración y Venta de pan, bollería y otros artículos elaborados con harina. 4. Comercio de productos de aliment","CALLE RAFAEL ALBERTI , 12 - BJ",VITORIA-GASTEIZ,635.....,,,Sociedad limitada unipersonal,,,,Restaurantes y puestos de comidas
5610,312.27,409,SIDRERIA ARMENTEGI SL,pequeña,https://ranking-empresas.eleconomista.es/SIDRERIA-ARMENTEGI.html,Sidreria Armentegi Sl,EXPLOTACION DE NEGOCIOS DE HOSTELERIA.,"BARRIO DE ARRIBA , 6",VITORIA-GASTEIZ,94513...,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,314.08,581,NEW ISTANBUL SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/NEW-ISTANBUL.html,New Istanbul Sociedad Limitada.,"Explotación de NEGOCIOS DE HOSTELERIA. Organización y explotación de eventos, convenciones, certámenes, concursos, cursos formativos y otras actividades en relación con el sector de la hosteleria. Las actividades citadas podrán también ser desarrolladas por la Sociedad, total o parcialmente, de modo","CALLE ZARAMAGA , 1 - PLT 2, LOC 01 C",VITORIA-GASTEIZ,622.....,,,Sociedad limitada unipersonal,,,,Restaurantes y puestos de comidas
5610,318.484,7.651,CAFE BAR D BLANCA SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/CAFE-BAR-D-BLANCA.html,Cafe Bar D Blanca Sociedad Limitada.,Los servicios de hostelería y restauración,"PASEO SANCHO ABARCA , 4 - BJ",LAGUARDIA,676.....,,,Sociedad limitada unipersonal,,,,Restaurantes y puestos de comidas
5610,326.921,25.375,DELICATANZAS BENETAKO SL,pequeña,https://ranking-empresas.eleconomista.es/DELICATANZAS-BENETAKO.html,Delicatanzas Benetako Sl,"LA CONSTRUCCION, COMPRA Y VENTA, ADMINISTRACION Y EXPLOTACION DE ESTABLECIMIENTOS DE HOSTELERIA EN GENERAL. EL COMERCIO AL POR MAYOR Y MENOR Y LA DISTRIBUCION, IMPORTACION, EXPORTACION, ELABORACION Y FABRICACION DE PRODU","CALLE PORTAL DE CASTILLA , 59 - BJ",VITORIA-GASTEIZ,94510...,,,Sociedad limitada unipersonal,,,,Restaurantes y puestos de comidas
5610,330.957,40.904,"WASABI VITORIA 2017, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/WASABI-VITORIA-2017.html,"Wasabi Vitoria 2017, Sociedad Limitada.",La explotación de restaurantes y puestos de comida,"CALLE GENERAL ALAVA , 6",VITORIA-GASTEIZ,,,,Sociedad limitada,www.restauranteswasabi.com,,,Restaurantes y puestos de comidas
5610,336.794,14.42,DUOMO-MELIZ S.L.,pequeña,https://ranking-empresas.eleconomista.es/DUOMO-MELIZ.html,Duomo-meliz S.l.,"LAS PROPIAS DEL NEGOCIO DE PUB, CAFETERIA, ASI COMO LAS FERIAS, VIAJES QUE TENGAN QUE VER CON EL NEGOCIO","CALLE TANIS AGUIRREBENGOA , 1",VITORIA-GASTEIZ,94523...,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,344.718,28.744,XILAIDIN WOK S.L.,pequeña,https://ranking-empresas.eleconomista.es/XILAIDIN-WOK.html,Xilaidin Wok S.l.,"Todas las actuaciones relacionadas con la hosteleria; comercio de productos alimenticios, bebidas; articulos de ferreteria, menage y bazar.","CALLE LOS HERRAN , 14 - BJ",VITORIA-GASTEIZ,609.....,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,346.567,10.97,GOROSTERDI SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/GOROSTERDI.html,Gorosterdi Sociedad Limitada.,"La explotación de servicios hoteleros, hosteleros, discotecas y otros relacionados con la restauración gastronómica y los espectáculos públicos. La compraventa e intermediación de toda clase de fincas rústicas y urbanas, la promoción y construcción sobre las mismas de toda clase de edificaciones","CALLE INDEPENDENCIA , 14 - BJ",VITORIA-GASTEIZ,,,,Sociedad limitada unipersonal,,,,Restaurantes y puestos de comidas
5610,350.589,27.979,"AMETS BERRIA 2019, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/AMETS-BERRIA-2019.html,"Amets Berria 2019, Sociedad Limitada.",La explotación de negocios de hoastelería,"CALLE COLEGIO DE SAN PRUDENCIO , 2 - B",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,358.212,1.669,HIRVIENDO PROYECTOS SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/HIRVIENDO-PROYECTOS.html,Hirviendo Proyectos Sociedad Limitada.,Explotación de un Bar-Restaurante.,"CALLE SAN ANTONIO , 3 - B",VITORIA-GASTEIZ,94524...,,,Sociedad limitada,www.perretxico.es,,,Restaurantes y puestos de comidas
5610,361.625,3.902,RESTAURANTE DESLORIAN SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/RESTAURANTE-DESLORIAN.html,Restaurante Deslorian Sociedad Limitada.,"Prestación de todo tipo de servicios de cafetería bar, hostelería y restauración","CALLE ADRIANO VI , 15 - BJ",VITORIA-GASTEIZ,94522...,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,364.369,12.365,FOOD PADEL ARMENTIA SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/FOOD-PADEL-ARMENTIA.html,Food Padel Armentia Sociedad Limitada.,"Tendrá por objeto, tanto directamente como de forma indirecta, mediante la titularizada de acciones o participaciones en sociedades con objeto idéntico o análogo: -La fabricación y venta de toda clase de alimentos precocinados y cocinados para la nutrición y alimentación humana. -La explotación de","CALLE ALTO DE ARMENTIA , 24 - B",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,368.908,16.092,AVALLE HOSTELERIA S.L.,pequeña,https://ranking-empresas.eleconomista.es/AVALLE-HOSTELERIA.html,Avalle Hosteleria S.l.,"La sociedad tendrá por objeto la gestión, explotación y desarrollo de los negocios de Bar, Cafetería y Restaurante u otros establecimientos similares dentro del ámbito de la hostelería, como hospedajes y todas aquellas actividades complemetaerias y directamente relacionadas con las descritas","AVENIDA ZUMALAKARREGI , 19 - BJ",LAUDIO/LLODIO,,,,Sociedad limitada,,,,Restaurantes y puestos de comidas
5610,371.128,23.972,AURORA E HIJOS SL,pequeña,https://ranking-empresas.eleconomista.es/AURORA-HIJOS.html,Aurora E Hijos Sl,"LA EXPLOTACION DE ESTACIONES DE SERVICIO PARA LA VENTA DE COMBUSTIBLES Y LUBRICANTES AL POR MENOR, ASI COMO REPUESTOS, ACCESORIOS, RECAMBIOS, Y TODA CLASE DE ARTICULOS RELACIONADOS CON LOS VEHICULOS DE TRANSPORTE POR CAR","PASEO SALVADOR DE AZPIAZU , 1 - 4º DCHA",VITORIA-GASTEIZ,,,,Sociedad limitada unipersonal,,,,Restaurantes y puestos de comidas
