category,national_position,position_evolution,company_name,billing,company_link,Denominación,Objeto Social,Domicilio Social,Localidad,Teléfono,Otros Teléfonos,Fax,Forma Jurídica,Página Web,Otras Webs,Marcas,Actividad
2311,303.601,27.358,ROTULOS ROA SL,pequeña,https://ranking-empresas.eleconomista.es/ROTULOS-ROA.html,Rotulos Roa Sl,"FABRICACION Y COMERCIALIZACION DE VIDRIERA, LUMINOSOS Y GRABADOS ASI COMO LA ROTULACION Y CREACION DE DISENOS Y BOCETOS.","CALLE BARRATXI , 10 - B",VITORIA-GASTEIZ,94528...,,94528...,Sociedad limitada,www.rotulosroa.com,,,Fabricación de vidrio plano
2312,183.321,18.485,CRISTALERIA VITORIANA SL,mediana,https://ranking-empresas.eleconomista.es/CRISTALERIA-VITORIANA.html,Cristaleria Vitoriana Sl,Colocación de vidrio,"CALLE CONSTITUCION EUROPEA , S/N - PG SUBILLABIDE",IRUÑA OKA/IRUÑA DE OCA,94536...,,,Sociedad limitada,,,,Manipulado y transformación de vidrio plano
2312,279.266,15.956,CRISTALERIA SAG SL,pequeña,https://ranking-empresas.eleconomista.es/CRISTALERIA-SAG.html,Cristaleria Sag Sl,"REALIZAR TODA CLASE DE PROYECTOS, ACTIVIDADES OBRAS Y SERVICIOS, PROPIOS O RELACIONADOS CON EL NEGOCIO DE FABRICACION, TRANSFORMACION, MANUFACTURA, COMPRA, COMERCIALIZACION VENTA Y COLOCACION DE TODA CLASE DE PRODUCTOS D","CALLE JOSE MATIA , 36 - B",LAUDIO/LLODIO,94672...,,94672...,Sociedad limitada,,,,Manipulado y transformación de vidrio plano
2313,296,28,"VIDRALA, SA",635.256.000,https://ranking-empresas.eleconomista.es/VIDRALA.html,"Vidrala, Sa",Fabricación de botellas y tarros de vidrio,"BARRIO MUNEGAZO , 22",LAUDIO/LLODIO,946719700,"946719750
946719714
946719710",946719764,Sociedad anónima,www.vidrala.com,,"17 marcas, entre ellas: VIDRALA, V...",Fabricación de vidrio hueco
2313,2.579,307,AIALA VIDRIO SA,89.176.000,https://ranking-empresas.eleconomista.es/AIALA-VIDRIO.html,Aiala Vidrio Sa,Fabricacion de vidrio hueco.,"BARRIO MUNEGAZO , 22",LAUDIO/LLODIO,946719750,"946719791
946719710
946719787",946719764,Sociedad anónima unipersonal,www.vidrala.com,,,Fabricación de vidrio hueco
2314,280.429,90.365,BIHER PLASTICOS SL,pequeña,https://ranking-empresas.eleconomista.es/BIHER-PLASTICOS.html,Biher Plasticos Sl,Fabricación de piezas de poliéster reforzadas con fibra de vidrio,"CALLE LANDALUZEA , 4",VITORIA-GASTEIZ,94529...,,,Sociedad limitada,www.biherplasticos.com,,,Fabricación de fibra de vidrio
2319,47.176,3.912,INNOVACION VIDRIO TECNICO SL,grande,https://ranking-empresas.eleconomista.es/INNOVACION-VIDRIO-TECNICO.html,Innovacion Vidrio Tecnico Sl,Fabricación de doble acristalamiento.,"CALLE CONSTITUCION EUROPEA (POL. INDUSTRIAL SUBILLABIDE) , S/N - PARC. 6",IRUÑA OKA/IRUÑA DE OCA,94536...,,,Sociedad limitada,www.invitec.net,,INVITEC,"Fabricación y manipulado de otro vidrio, incluido el vidrio técnico"
2319,48.168,7.51,K2 GLASS SISTEMAS DE VIDRIO SOCIEDAD LIMITADA.,grande,https://ranking-empresas.eleconomista.es/K2-GLASS-SISTEMAS-VIDRIO.html,K2 Glass Sistemas De Vidrio Sociedad Limitada.,"Transformación, manufactura y comercialización integral de vidrios.","CALLE PADULETA (POL IND) , 55 - OFICINA 205",VITORIA-GASTEIZ,94334...,,,Sociedad limitada unipersonal,www.k2glass.es,,,"Fabricación y manipulado de otro vidrio, incluido el vidrio técnico"
2319,93.718,4.537,VIDRIOS TEMPLADOS DEL NORTE SA,mediana,https://ranking-empresas.eleconomista.es/VIDRIOS-TEMPLADOS-NORTE.html,Vidrios Templados Del Norte Sa,Manufactura de vidrio técnico y vidrio plano,"CALLE MANISITU (POL IND LURGORRI) , 4",ALEGRIA-DULANTZI,94542...,,94540...,Sociedad anónima,www.vitensa.com,,DURSOL,"Fabricación y manipulado de otro vidrio, incluido el vidrio técnico"
2319,183.172,932,GZ MANUFACTURAS DEL VIDRIO SL,mediana,https://ranking-empresas.eleconomista.es/GZ-MANUFACTURAS-VIDRIO.html,Gz Manufacturas Del Vidrio Sl,"MANIPULADO DE VIDRIO PLANO, HUECO, AL SOPLETE.","POLIGONO INDUSTRIAL LACORZANILLA , 11",BERANTEVILLA,94533...,,94533...,Sociedad limitada,www.gzmv.com,,"GZ MANUFACTURAS DEL VIDRIO, S.L.","Fabricación y manipulado de otro vidrio, incluido el vidrio técnico"
2320,72.404,8.535,DHI2015 SL.,mediana,https://ranking-empresas.eleconomista.es/DHI2015.html,Dhi2015 Sl.,Fabricación de productos cerámicos refractarios para la fundición.,"CALLE VITORIALANDA (POL ALIGOBEO) , 6",VITORIA-GASTEIZ,606.....,,,Sociedad limitada,,,,Fabricación de productos cerámicos refractarios
2332,232.208,9.314,CERAMICA MARLO SA,pequeña,https://ranking-empresas.eleconomista.es/CERAMICA-MARLO.html,Ceramica Marlo Sa,Fabricación de ladrillo cerámico,CARRETERA VITORIA MIRANDA (LOGROÑO KM 54),ARMIÑON,94536...,,,Sociedad anónima unipersonal,,,TERMIBLOCK,"Fabricación de ladrillos, tejas y productos de tierras cocidas para la construcción"
2351,25.8,4.692,HORMIGONES PREMEZCLADOS ALAVA SA,grande,https://ranking-empresas.eleconomista.es/HORMIGONES-PREMEZCLADOS-ALAVA.html,Hormigones Premezclados Alava Sa,Fabricación y venta de hormigón,"CALLE GEREZPEA (PG IND JUNDIZ ) , 7",VITORIA-GASTEIZ,94529...,,,Sociedad anónima,,,,Fabricación de cemento
2361,28.707,200,"SIBESA 2014, SA.",grande,https://ranking-empresas.eleconomista.es/SIBESA-2014.html,"Sibesa 2014, Sa.","FABRICACION Y COMERCIALIZACION DE TODO TIPO DE ARTICULOS Y PIEZAS PARA LA CONSTRUCCION, DE CEMENTO, DE HORMIGON Y DE TODA CLASE DE MATERIALES.","AVENIDA DE LOS OLMOS , 4 - B",VITORIA-GASTEIZ,94525...,,94512...,Sociedad anónima,,,,Fabricación de elementos de hormigón para la construcción
2361,102.931,13.234,TIPEBERRI ENVOLVENTES PREFABRICADAS DE HORMIGON SLL,mediana,https://ranking-empresas.eleconomista.es/TIPEBERRI-ENVOLVENTES-PREFABRICADAS-HORMIGON.html,Tipeberri Envolventes Prefabricadas De Hormigon Sll,Fabricación de centros de transformación.,"POLIGONO LLADIE , Nº 3, PBLLON 5, C",LEGUTIO,94546...,,,Sociedad limitada laboral,www.tipeberri.com,,,Fabricación de elementos de hormigón para la construcción
2363,43.408,4.342,HORMIGONES GASTEIZ SA,grande,https://ranking-empresas.eleconomista.es/HORMIGONES-GASTEIZ.html,Hormigones Gasteiz Sa,Fabricación y comercialización al por mayor y al por menor de hormigones y preparados.,"AVENIDA LOS HUETOS , 79",VITORIA-GASTEIZ,94520...,,94520...,Sociedad anónima unipersonal,www.hormigones-gazteiz.com,,,Fabricación de hormigón fresco
2363,132.021,31.509,NUEVOS HORMIGONES ALAVESES SL,mediana,https://ranking-empresas.eleconomista.es/NUEVOS-HORMIGONES-ALAVESES.html,Nuevos Hormigones Alaveses Sl,Fabricación y comercio mayor de hormigón para obras,"POLIGONO INDUSTRIAL SARATXO , S/N",AMURRIO,94589...,,,Sociedad limitada,www.hormigonesalaveses.com,,,Fabricación de hormigón fresco
2370,72.504,4.274,MARMOLES DEL NERVION SA,mediana,https://ranking-empresas.eleconomista.es/MARMOLES-NERVION.html,Marmoles Del Nervion Sa,"ELABORACION, COMERCIALIZACION, COLOCACION DE PIEDRAS, MARMOLES Y GRANITOS.","POLIGONO INDUSTRIAL ALDAYTURRIAGA , S/N",AMURRIO,94539...,,,Sociedad anónima,www.marmolesdelnervion.com,,,"Corte, tallado y acabado de la piedra"
2370,125.463,11.579,MARMOLES MIELGO SL,mediana,https://ranking-empresas.eleconomista.es/MARMOLES-MIELGO.html,Marmoles Mielgo Sl,"MANIPULACION, LABRADO Y PULIMENTO, ASI COMO LA COMPRA VENTA DE TODO TIPO DE PIEDRAS NATURALES, INCLUIDOS EL MARMOL Y EL GRANITO.","CALLE PORTAL DE BERGARA (ZONA IND BETONO 15 PAB) , 2 - 6",VITORIA-GASTEIZ,94528...,,94528...,Sociedad limitada,www.marmolesmielgo.com,,,"Corte, tallado y acabado de la piedra"
2370,131.477,6.265,MARMOLES Y ENCIMERAS ROMA S.L.,mediana,https://ranking-empresas.eleconomista.es/MARMOLES-ENCIMERAS-ROMA.html,Marmoles Y Encimeras Roma S.l.,"LA ELABORACION, COMPRAVENTA DE PIEDRA Y DE GRANITO. INDUSTRIA DE PIEDRA NATURAL, MARMOLISTERIA DECORATIVA, FUNERARIA, TALLA DE PIZARRA, PIEDRA DE CONSTRUCCION Y PIEDRA NATURAL ASI COMO LA REALIZACION DE ENCIMERAS Y DEMAS","AVENIDA SAN BLAS (B GOJAIN) , 7",LEGUTIO,606.....,,,Sociedad limitada,,,,"Corte, tallado y acabado de la piedra"
2370,306.904,10.418,DECO STONE & QUARTZ S.L.,pequeña,https://ranking-empresas.eleconomista.es/DECO-STONE-QUARTZ.html,Deco Stone & Quartz S.l.,#NAME?,"AVENIDA LOS HUETOS , 46 - PAB 5 6",VITORIA-GASTEIZ,94530...,,,Sociedad limitada,www.decosq.es,,,"Corte, tallado y acabado de la piedra"
2391,29.299,2.549,PFERD ABRASIVOS SL,6.881.741,https://ranking-empresas.eleconomista.es/PFERD-ABRASIVOS.html,Pferd Abrasivos Sl,Fabricación y venta de productos abrasivos.,"CALLE INTXERDUI (PG INDUSTRIAL ASPARRENA) , 40",ASPARRENA,945184400,"945314643
945184407
945304771",945314620,Sociedad limitada unipersonal,www.pferd.com/es,www.pferd.com,"CABALLITO, PFERD ABRASIVOS, S.L",Fabricación de productos abrasivos
2391,30.915,7.142,ABRASIVOS MANHATTAN SA,6.450.644,https://ranking-empresas.eleconomista.es/ABRASIVOS-MANHATTAN.html,Abrasivos Manhattan Sa,Fabricación de productos abrasivos para distintos sectores.,"CALLE LARRAGANA , 8",VITORIA-GASTEIZ,945256400,,,Sociedad anónima,www.abrasivosmanhattan.es,,"5 marcas, entre ellas: ABRASIVOS MANHATTAN, SM ABRASIVOS MANHATTAN...",Fabricación de productos abrasivos
2391,271.262,40.925,HELDEPO SA,pequeña,https://ranking-empresas.eleconomista.es/HELDEPO.html,Heldepo Sa,"FABRICACION DE HERRAMIENTAS ELECTRODEPOSITADAS, METALES DIVERSAS Y MAQUINARIA EN GENERAL.","CALLE LANDALUZEA , 18 - B",VITORIA-GASTEIZ,94529...,,94529...,Sociedad anónima unipersonal,www.heldepo.com,,"3 marcas, entre ellas: RIVONDIAMAN, TABRASOR...",Fabricación de productos abrasivos
2391,316.85,39.823,COMERCIAL DE ABRASIVOS URRATU SL,pequeña,https://ranking-empresas.eleconomista.es/COMERCIAL-ABRASIVOS-URRATU.html,Comercial De Abrasivos Urratu Sl,"TRANSFORMACION, COMERCIALIZACION Y VENTA DE ABRASIVOS Y PRODUCTOS DERIVADOS.","CALLE VENTA DE LA ESTRELLA , 6 - P 1 7",VITORIA-GASTEIZ,94513...,,94513...,Sociedad limitada,,,,Fabricación de productos abrasivos
2399,15.73,539,LAVIOSA PROMASA SA,grande,https://ranking-empresas.eleconomista.es/LAVIOSA-PROMASA.html,Laviosa Promasa Sa,Comercio al por mayor de bentonita.,"CALLE OSINAGEA , 13",VITORIA-GASTEIZ,94525...,,94525...,Sociedad anónima,www.laviosapromasa.net,,,Fabricación de otros productos minerales no metálicos n.c.o.p.
2399,230.016,27.486,KAYATI SL,pequeña,https://ranking-empresas.eleconomista.es/KAYATI.html,Kayati Sl,Fabricación de cemento expansivo para la construcción.,POLIGONO INDUSTRIAL SAN JOSE DE LOS LLANOS (PABELLON 1),IRUÑA OKA/IRUÑA DE OCA,94513...,,94513...,Sociedad limitada,www.kayati.com,,"5 marcas, entre ellas: CRAS, CRAS DEMOL 70MM...",Fabricación de otros productos minerales no metálicos n.c.o.p.
2410,605,218,CELSA ATLANTIC SL,353.649.000,https://ranking-empresas.eleconomista.es/CELSA-ATLANTIC.html,Celsa Atlantic Sl,Fabricación de tubos de acero.,"CALLE CANAL DE SANTO TOMAS , S/N",VITORIA-GASTEIZ,945121100,"945277741
937730500
981012620",945289223,Sociedad limitada,www.celsaatlantic.com,"www.arregui.com
www.celsagroup.com","6 marcas, entre ellas: LAR, LAMINACIONES ARREGUI, S. L....","Fabricación de productos básicos de hierro, acero y ferroaleaciones"
2410,3.784,2.506,ACERIA DE ALAVA SA,61.992.602,https://ranking-empresas.eleconomista.es/ACERIA-ALAVA.html,Aceria De Alava Sa,Fabricación del acero inoxidable en primera transformación.,"POLIGONO INDUSTRIAL SARATXO , S/N",AMURRIO,945891461,"946719300
607...",,Sociedad anónima unipersonal,www.tubacex.es,www.aceralava.com,ACERALAVA,"Fabricación de productos básicos de hierro, acero y ferroaleaciones"
2410,4.358,917,DECONS AGURAIN S.A.,54.211.547,https://ranking-empresas.eleconomista.es/DECONS-AGURAIN.html,Decons Agurain S.a.,Fragmentadora de automóviles.,"POLIGONO INDUSTRIAL AGURAIN , 9 - PAR",AGURAIN/SALVATIERRA,945301921,945319420,945301922,Sociedad anónima,www.deconsagurain.com,,,"Fabricación de productos básicos de hierro, acero y ferroaleaciones"
2410,13.311,6.568,AUXILIAR LAMINADORA ALAVESA SA,grande,https://ranking-empresas.eleconomista.es/AUXILIAR-LAMINADORA-ALAVESA.html,Auxiliar Laminadora Alavesa Sa,Fabricación de perfiles especiales laminados en caliente y de carril ligero.,"BARRIO ETXEBARRI , S/N",ARAMAIO,94545...,,,Sociedad anónima unipersonal,www.aulasa.com,,"7 marcas, entre ellas: AULASA...","Fabricación de productos básicos de hierro, acero y ferroaleaciones"
2410,15.356,8.368,"AGURAIN METALES, SOCIEDAD LIMITADA.",grande,https://ranking-empresas.eleconomista.es/AGURAIN-METALES.html,"Agurain Metales, Sociedad Limitada.",EL TRATAMIENTO Y RECUPERACION DE TODO FERRICOS Y NO FERRICOS,"CALLE KAÑUETA (POL. INDUSTRIAL DE AGURAIN) , 12",AGURAIN/SALVATIERRA,94530...,,,Sociedad limitada,www.deconsagurain.com,,,"Fabricación de productos básicos de hierro, acero y ferroaleaciones"
2410,17.253,2.495,NAIVAN TRANSFORMADOS METALICOS SLU,grande,https://ranking-empresas.eleconomista.es/NAIVAN-TRANSFORMADOS-METALICOS-SLU.html,Naivan Transformados Metalicos Slu,"Calderería, fabricación, transformación, soldadura de estructuras y productos metálicos, así como la dirección, gestión, administración, asesoramiento y control de Sociedades Mercantiles. Las actividades citadas podrán ser desarrolladas por la Sociedad total o parcialmente de modo indirecto, mediant.","CALLE FUENTECILLAS , 17 - 19 BJ",VITORIA-GASTEIZ,94535...,,94527...,Sociedad limitada unipersonal,www.naivan.com,,NAIVAN,"Fabricación de productos básicos de hierro, acero y ferroaleaciones"
2410,20.978,287,"AB CABLES, SOCIEDAD LIMITADA.",grande,https://ranking-empresas.eleconomista.es/AB-CABLES.html,"Ab Cables, Sociedad Limitada.",El tratamiento y la recuperación de todo tipo de materiales férricos y no férricos,"LUGAR SALVATIERRA O AGURAIN - PG IND KAÑUETAS , - NAVE 10",AGURAIN/SALVATIERRA,,,,Sociedad limitada unipersonal,,,,"Fabricación de productos básicos de hierro, acero y ferroaleaciones"
2410,22.403,2.733,VOESTALPINE ROTEC IBERICA SA,grande,https://ranking-empresas.eleconomista.es/VOESTALPINE-ROTEC-IBERICA.html,Voestalpine Rotec Iberica Sa,"Procesamiento de tubos de longitud fija cortados a medida y tratados en los extremos. Hechos de acero, aluminio y acero inoxidable.","BARRIO ZUDUBIARTE , S/N",OKONDO,94589...,,94589...,Sociedad anónima unipersonal,www.voestalpine.com,,,"Fabricación de productos básicos de hierro, acero y ferroaleaciones"
2410,99.203,7.975,"MIPRE, SOCIEDAD ANONIMA",mediana,https://ranking-empresas.eleconomista.es/MIPRE.html,"Mipre, Sociedad Anonima",Taller de utillajes de troquelería.,"CALLE BARRATXI , 9 - PABELLON C",VITORIA-GASTEIZ,94527...,,,Sociedad anónima,www.mipre.es,,MIPRE,"Fabricación de productos básicos de hierro, acero y ferroaleaciones"
2410,151.148,30.261,MEKATXABIR SL,mediana,https://ranking-empresas.eleconomista.es/MEKATXABIR.html,Mekatxabir Sl,Fabricación de productos bajo plano.,POLIGONO INDUSTRIAL LAUDIOKO ELKARTEGUIA,LAUDIO/LLODIO,94672...,,94672...,Sociedad limitada,www.mekatxabir.com,,,"Fabricación de productos básicos de hierro, acero y ferroaleaciones"
2410,195.191,3.005,MECANIZADOS HAMAR SA L,mediana,https://ranking-empresas.eleconomista.es/MECANIZADOS-HAMAR-L.html,Mecanizados Hamar Sa L,Trabajo de mecanizado y corte de piezas metalicas,"CALLE BARRATXI , 5 - BAJO",VITORIA-GASTEIZ,94512...,,94512...,Sociedad anónima laboral,www.mecanizadoshamarvitoria.com,,,"Fabricación de productos básicos de hierro, acero y ferroaleaciones"
2410,259.692,47.9,LAMINACIONES ZABALANDI SL.,pequeña,https://ranking-empresas.eleconomista.es/LAMINACIONES-ZABALANDI.html,Laminaciones Zabalandi Sl.,"Fabricación, manufactura, distribución y venta de elementos de fundición y forja.","POLIGONO INDUSTRIAL ASPARRENA , S/N",ASPARRENA,94531...,,,Sociedad limitada,,,,"Fabricación de productos básicos de hierro, acero y ferroaleaciones"
2410,263.682,51.664,TALLER DE CORTE Y SOLDADURA ANGUS SL,pequeña,https://ranking-empresas.eleconomista.es/TALLER-CORTE-SOLDADURA-ANGUS.html,Taller De Corte Y Soldadura Angus Sl,"TRABAJOS DE CORTE Y SODADURA EN MATERIALES DE HIERRO Y EN OTROS METALES.- FABRICACION Y COLOCACION DE PUERTAS, CIERRES, ESTRUCTURAS DE HIERRO Y TRABAJOS DE CALDERERIA.","POLIGONO INDUSTRIAL AYALA , PABELLON 14",AYALA/AIARA,94589...,,,Sociedad limitada,,,,"Fabricación de productos básicos de hierro, acero y ferroaleaciones"
2410,471.791,47.528,ASKARGAN S.L.,pequeña,https://ranking-empresas.eleconomista.es/ASKARGAN.html,Askargan S.l.,"ADQUISICION, FABRICACION Y VENTA DE BIENES DE EQUIPO, MAQUINA HERRAMIENTA Y TODA CLASE DE BIENES MUEBLES Y UTENSILIOS PARA LA INDUSTRIA, VENTA DE BIENES INMUEBLES.","CALLE DIONISIO ALDAMA , 13",AMURRIO,94539...,,,Sociedad limitada,,,,"Fabricación de productos básicos de hierro, acero y ferroaleaciones"
2420,876,651,"TUBOS REUNIDOS GROUP, S.L.",245.965.000,https://ranking-empresas.eleconomista.es/TUBOS-REUNIDOS-GROUP.html,"Tubos Reunidos Group, S.l.",Fabricación y comercialización de tubos de acero,"CALLE SAGARRIBAI , 2",AMURRIO,945897100,"945897154
945195500
945891199",945897154,Sociedad limitada unipersonal,www.tubosreunidosgroup.com,www.tubosreunidos.com,"10 marcas, entre ellas: TR TUBOS REUNIDOS GROUP TUBOS - PRODUCTOS, TR TUBOS REUNIDOS...","Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero"
2420,1.813,513,ARATUBO SA,126.444.896,https://ranking-empresas.eleconomista.es/ARATUBO.html,Aratubo Sa,"Fabricación de tubos de acero soldado, decapado y laminado.","CALLE MENDIGORRITXU (POL. INDUSTRIAL JUNDIZ) , 54",VITORIA-GASTEIZ,945292200,"945292220
945292204",,Sociedad anónima unipersonal,www.aratubo.com,,"5 marcas, entre ellas: ARATUBO, ARATUBO, S.A....","Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero"
2420,1.944,813,"ARCELORMITTAL TUBULAR PRODUCTS LEGUTIO, S.A.",117.690.835,https://ranking-empresas.eleconomista.es/ARCELORMITTAL-TUBULAR-PRODUCTS-LEGUTIO.html,"Arcelormittal Tubular Products Legutio, S.a.",Fabricación y distribución de tubos de acero soldado.,"CARRETERA A-627 (CTRA BERGARA POR URBINA) , KM 14",LEGUTIO,945465666,,,Sociedad anónima unipersonal,www.condesa.com,,"4 marcas, entre ellas: CONDESA CONDUCCIONES Y DERIVADOS, S.A., CONDESA C FABRIL S.A....","Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero"
2420,4.087,2.968,TUBACEX TUBOS INOXIDABLES SA,57.985.060,https://ranking-empresas.eleconomista.es/TUBACEX-TUBOS-INOXIDABLES.html,Tubacex Tubos Inoxidables Sa,Fabricación de tubos sin soldadura en acero inoxidable,"CALLE IRUKURUTZETA (BO. DE GARDEA) , 8",LAUDIO/LLODIO,946719300,,,Sociedad anónima unipersonal,www.tubacex.com,,"16 marcas, entre ellas: TUBACEX...","Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero"
2420,15.657,1.416,"TUBOS REUNIDOS, SA",grande,https://ranking-empresas.eleconomista.es/TUBOS-REUNIDOS.html,"Tubos Reunidos, Sa","a) La fabricación de tubos de hierro y acero dulces soldados y volteados por el procedimiento cuyas patentes posee; b) La fabricación , transformación y venta de acero y productos derivados del mismo, fundamentalmente, tubería y accesorios de todas clases, de todo género de construcciones e instalac.","CALLE SAGARRIBAI , S/N",AMURRIO,94589...,,94589...,Sociedad anónima,www.tubosreunidosgroup.com,www.tubosreunidos.com,TR TUBOS REUNIDOS,"Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero"
2420,18.815,578,"TUBOS DE LEGUTIANO AUTOMOCION, SOCIEDAD LIMITADA.",grande,https://ranking-empresas.eleconomista.es/TUBOS-LEGUTIANO-AUTOMOCION.html,"Tubos De Legutiano Automocion, Sociedad Limitada.",Fabricación de tubos de acero inoxidables,"CARRETERA DE BERGARA POR URBINA , P.K. 14 KM",LEGUTIANO,94519...,,,Sociedad limitada unipersonal,www.tlautomocion.es,,"TLA TUBOS DE LEGUTIANO AUTOMOCIÓN, S.L.","Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero"
2420,33.752,593,TUBOS REUNIDOS PREMIUM THREADS SOCIEDAD LIMITADA.,grande,https://ranking-empresas.eleconomista.es/TUBOS-REUNIDOS-PREMIUM-THREADS.html,Tubos Reunidos Premium Threads Sociedad Limitada.,Fabricación de tubos y servicios añadidos.,"POLIGONO INDUSTRIAL SUBILLABIDE (AVDA. CONSTITUCION EUROPEA) , PAR 5 MANZ E",IRUÑA OKA/IRUÑA DE OCA,94589...,,,Sociedad limitada,www.tubosreunidosgroup.com,www.tubosreunidos.com,,"Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero"
2420,68.228,30.445,TUBACEX TAYLOR ACCESORIOS S.A.,mediana,https://ranking-empresas.eleconomista.es/TUBACEX-TAYLOR-ACCESORIOS.html,Tubacex Taylor Accesorios S.a.,"FABRICACION Y VENTA DE CURVAS, CODOS, CONEXIONES Y OTROS ACCESORIOS DE ACERO, O METALICOS EN GENERAL.","CARRETERA DE VITORIA , S/N",ARTZINIEGA,94539...,,,Sociedad anónima unipersonal,www.tubacex.es,,"17 marcas, entre ellas: TUBACEX TAYLOR ACCESORIOS, S.A.-T.T.A., TTA...","Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero"
2420,80.179,49.542,"TUBOS REUNIDOS SERVICES, S.L.",mediana,https://ranking-empresas.eleconomista.es/TUBOS-REUNIDOS-SERVICES.html,"Tubos Reunidos Services, S.l.",Fabricación de tubos acero sin soldadura,"CALLE SAGARRIBAI , 2",AMURRIO,94589...,,,Sociedad limitada unipersonal,www.tubosreunidos.com,,,"Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero"
2420,258.206,3.461,INOXFER OYON SL,pequeña,https://ranking-empresas.eleconomista.es/INOXFER-OYON.html,Inoxfer Oyon Sl,"LA FABRICACION, MANIPULACION, INSTALACION Y COMERCIO DE TODO TIPO DE METAL O ALEACION","CAMINO SANTA LUCIA , 28",OYON-OION,94560...,,,Sociedad limitada,,,,"Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero"
2431,6.293,2.355,TUYPER SA,37.656.924,https://ranking-empresas.eleconomista.es/TUYPER.html,Tuyper Sa,"Estirado en frío, principalmente de productos de acero calibrado.","CALLE PORTAL DE BERGARA , 48",VITORIA-GASTEIZ,945263255,,945263799,Sociedad anónima,www.tuyper-sa.com,,"3 marcas, entre ellas: T TUYPER, TUYPER, S.A....",Estirado en frío
2432,306.534,26.437,MECANIZADOS LERA SL,pequeña,https://ranking-empresas.eleconomista.es/MECANIZADOS-LERA.html,Mecanizados Lera Sl,"LA REALIZACION DE MECANIZADOS DE MOLDES, TROQUELES Y UTILLAJES.","CALLE KAPELAMENDI , 1 - B NAVE 10",VITORIA-GASTEIZ,620.....,,94525...,Sociedad limitada,,,,Laminación en frío
2434,18.722,5.842,PRETENSADOS DEL NORTE SL,grande,https://ranking-empresas.eleconomista.es/PRETENSADOS-NORTE.html,Pretensados Del Norte Sl,Trefilado de acero en frío,"CALLE MIRAVALLES (POL INDUSTRIAL DE BETOÑO) , 4 - BJ",VITORIA-GASTEIZ,94525...,,,Sociedad limitada,www.pretenorte.com,,"PRETENORTE PRETENSADOS DEL NORTE, S.L.",Trefilado en frío
2434,77.913,12.254,INDUSTRIAS TREFIGAL SL,mediana,https://ranking-empresas.eleconomista.es/INDUSTRIAS-TREFIGAL.html,Industrias Trefigal Sl,Trefilado de alambre en frío.,"CALLE PORTAL DE BERGARA , 15",VITORIA-GASTEIZ,94526...,,,Sociedad limitada,www.trefigal.com,,TREFIGAL,Trefilado en frío
2442,3.471,11.499,"ECN COLADA ALUMINIO, S.L.",66.941.762,https://ranking-empresas.eleconomista.es/ECN-COLADA-ALUMINIO.html,"Ecn Colada Aluminio, S.l.","Constituye su objeto social la producción de cobre, aluminio u otros metales, bien por fundición o bien por extrusión, para la venta de semielaborados. Venta, manipulación y fabricación de conductores eléctricos, ya sea en cobre, aluminio u otros materiales pudiendo efectuar las operaciones complem","CALLE PORTAL DE BERGARA (POL. INDUSTRIAL BETOÑO) , 36 - PAB C",VITORIA-GASTEIZ,,,,Sociedad limitada unipersonal,,,,Producción de aluminio
2442,37.359,1.928,"ECN TREFILERIA, S.L.",grande,https://ranking-empresas.eleconomista.es/ECN-TREFILERIA.html,"Ecn Trefileria, S.l.","Constituye su objeto social la producción de cobre, aluminio u otros metales, bien por fundición o bien por extrusión, para la venta de semielaborados. Venta, manipulación y fabricación de conductores eléctricos, ya sea en cobre, aluminio u otros materiales pudiendo efectuar las operaciones complem","CALLE PORTAL DE BERGARA (PG IND BETOÑO) , 36 - ANTIGUO C/ ESCALAMENDI",VITORIA-GASTEIZ,,,,Sociedad limitada unipersonal,,,,Producción de aluminio
2444,273.551,34.05,"URIMAR TRANSFORMADOS, SL.",pequeña,https://ranking-empresas.eleconomista.es/URIMAR-TRANSFORMADOS.html,"Urimar Transformados, Sl.","Transformado de metales, cobre... forja, estampacion...","CALLE MONDRAGON , 2 - B",VITORIA-GASTEIZ,,,94527...,Sociedad limitada,,,,Producción de cobre
2451,10.795,1.572,GAMARRA SA,grande,https://ranking-empresas.eleconomista.es/GAMARRA.html,Gamarra Sa,Fundición de acero moldeado al carbono.,"CALLE PORTAL DE GAMARRA (BERGARA) , 6",VITORIA-GASTEIZ,94525...,,,Sociedad anónima unipersonal,www.gamarrasa.es,,"3 marcas, entre ellas: T, GAMARRA...",Fundición de hierro
2451,18.147,3.328,ARENACASTING SL,grande,https://ranking-empresas.eleconomista.es/ARENACASTING.html,Arenacasting Sl,Producción de piezas de hierro y acero.,"CALLE PADUREA (PG INDUSTRIAL GOIAIN) , 16",LEGUTIO,94546...,,,Sociedad limitada,,,,Fundición de hierro
